LOG_Code;UI_Code;ADR_Num;ADR_Libelle;ADR_CodePo;ADR_CommPo
1 360 0600 009 123;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 124;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 125;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 126;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 127;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 128;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 129;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 130;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 009 131;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 001;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 002;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 003;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 004;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 005;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 006;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 007;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 008;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 009;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 010;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 011;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 012;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 013;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 014;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 015;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 016;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 017;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 018;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 019;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 020;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 021;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 022;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 023;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 024;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 025;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 026;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 027;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 028;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 029;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 030;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 031;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 032;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 033;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 034;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 035;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 036;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 037;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 038;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 750 039;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 040;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 041;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 042;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 043;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 044;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 045;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 046;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 047;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 048;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 049;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 050;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 051;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 052;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 053;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 054;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 055;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 056;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 057;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 058;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 059;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 060;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 061;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 062;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 063;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 064;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 065;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 066;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 067;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 068;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 069;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 070;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 071;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 072;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 073;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 074;1 360 0600;7;Charlier;36000;Cheteauroux
1 360 0600 751 075;1 360 0600;7;Charlier;36000;Cheteauroux
1 440 0050 003 001;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 002;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 003;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 004;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 005;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 006;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 007;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 008;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 009;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 010;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 011;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 012;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 013;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 014;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 015;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 016;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 017;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 018;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 019;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 020;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 021;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 022;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 023;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 024;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 025;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 026;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 027;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 028;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 029;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 030;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 031;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 032;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 033;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 034;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 035;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 036;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 037;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 038;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 039;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 040;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 041;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 042;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 043;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 044;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 045;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 046;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 047;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 048;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 049;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 050;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 051;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 052;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 053;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 054;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 055;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 056;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 057;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 058;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 059;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 060;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 061;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 062;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 063;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 440 0050 003 064;1 440 0050;22;du Massacre;44800;Saint-Herblain
1 450 0031 001 001;1 450 0031;;1645 rue marcel belot;45160;Olivet
1 450 0031 001 002;1 450 0031;;1645 rue marcel belot;45160;Olivet
1 450 0031 002 002;1 450 0031;;1645 rue marcel belot;45160;Olivet
1 450 0031 002 003;1 450 0031;;1645 rue marcel belot;45160;Olivet
1 450 0031 002 004;1 450 0031;;1645 rue marcel belot;45160;Olivet
1 500 0217 001 001;1 500 0217;;rue de st l0;50190;Periers
1 500 0217 001 002;1 500 0217;;rue de st l0;50190;Periers
1 500 0217 001 003;1 500 0217;;rue de st l0;50190;Periers
1 500 0217 001 004;1 500 0217;;rue de st l0;50190;Periers
1 500 0217 001 005;1 500 0217;;rue de st l0;50190;Periers
1 500 0217 001 006;1 500 0217;;rue de st l0;50190;Periers
1 520 0001 001 001;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 001 002;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 001;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 002;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 003;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 004;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 005;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 006;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 007;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 008;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 009;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 010;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 011;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 012;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 013;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 014;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 015;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 016;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 017;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 018;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 019;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 020;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 021;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 022;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 023;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 024;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 025;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 026;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 027;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 028;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 029;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 030;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 031;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 032;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 033;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 034;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 035;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 036;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 037;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 038;1 520 0001;30;de la Republique;52000;Chaumont
1 520 0001 002 039;1 520 0001;30;de la Republique;52000;Chaumont
1 540 0175 001 001;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 001 002;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 002 003;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 002 004;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 002 005;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 002 006;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 540 0175 002 007;1 540 0175;;1 a 15 rue de la d0uane;54590;Hussigny-Godbrange
1 550 0155 001 001;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 550 0155 001 002;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 550 0155 001 003;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 550 0155 001 004;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 550 0155 001 005;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 550 0155 001 006;1 550 0155;24; Pont Etrier;55250;Seuil-d'Argonne
1 560 0024 001 005;1 560 0024;15;Mathurin Lefort;56430;Mauron
1 560 0139 001 001;1 560 0139;16;du Marechal Leclerc;56150;Baud
1 560 0139 001 002;1 560 0139;16;du Marechal Leclerc;56150;Baud
1 560 0139 001 003;1 560 0139;16;du Marechal Leclerc;56150;Baud
1 570 0277 001 001;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 002;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 003;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 004;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 005;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 006;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 007;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0277 001 008;1 570 0277;;7 rue du 8 mai 1945;57300;Hagondange
1 570 0305 001 001;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 002;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 003;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 004;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 005;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 006;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 001 007;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 002 001;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 002 002;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 002 003;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 005 001;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 005 002;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 005 003;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 005 004;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0305 005 005;1 570 0305;;18 Grand'rue;57280;Maizieres-les-Metz
1 570 0313 001 001;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 002;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 003;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 004;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 005;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 006;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 007;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 008;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 009;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0313 001 010;1 570 0313;;73 rue General Franiatte;57950;Montigny-les-Metz
1 570 0441 001 001;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0441 001 002;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0441 001 003;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0441 001 004;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0441 001 005;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0441 001 006;1 570 0441;;13 rue Nationale;57420;Verny
1 570 0600 001 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 001 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 001 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 001 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 001 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 001 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 016 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 016 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 017 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 018 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 018 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 008;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 009;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 010;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 011;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 012;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 013;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 014;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 015;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 016;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 017;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 019 018;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 008;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 009;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 010;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 011;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 012;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 013;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 014;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 015;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 016;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 017;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 020 018;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 009;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 010;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 011;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 012;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 013;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 014;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 015;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 016;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 017;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 021 018;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 008;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 009;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 010;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 011;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 012;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 013;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 014;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 015;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 016;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 017;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 022 018;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 023 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 024 008;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 002;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 004;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 025 006;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 001;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 003;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 005;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 007;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 008;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
1 570 0600 026 009;1 570 0600;;92 avenue de la Blies;57200;Sarreguemines
